IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
52.58.52.105,443,443,true,FRA,Europe,Frankfurt,184,0.03
3.18.225.231,443,443,true,CMH,North America,Columbus,234,0.03
185.172.131.49,443,443,true,FRA,Europe,Frankfurt,249,0.03
98.71.19.116,443,443,true,DUB,Europe,Dublin,239,0.03
77.238.248.115,443,443,true,AMS,Europe,Amsterdam,291,0.02
194.87.35.72,443,443,true,AMS,Europe,Amsterdam,228,0.02
77.91.72.252,443,443,true,BUD,Europe,Budapest,274,0.02
161.35.33.148,443,443,true,LHR,Europe,London,265,0.02
3.111.155.29,443,443,true,BOM,Asia Pacific,Mumbai,252,0.02
43.205.151.227,443,443,true,BOM,Asia Pacific,Mumbai,219,0.02
44.230.218.23,443,443,true,PDX,North America,Portland,204,0.02
85.255.4.39,443,443,true,FRA,Europe,Frankfurt,302,0.02
185.40.7.123,443,443,true,HEL,Europe,Helsinki,321,0.01
34.83.245.149,443,443,true,SEA,North America,Seattle,246,0.01
192.236.249.106,443,443,true,AMS,Europe,Amsterdam,321,0.01
193.233.202.153,443,443,true,OTP,Europe,Bucharest,278,0.01
31.172.70.222,443,443,true,FRA,Europe,Frankfurt,275,0.00
142.93.141.178,443,443,true,AMS,Europe,Amsterdam,280,0.00
80.76.32.165,443,443,true,FRA,Europe,Frankfurt,203,0.00
155.138.128.135,443,443,true,YYZ,North America,Toronto,246,0.00
129.146.111.62,443,443,true,LAX,North America,Los Angeles,211,0.00
207.174.31.150,443,443,true,ATL,North America,Atlanta,240,0.00
13.38.185.55,443,443,true,CDG,Europe,Paris,259,0.00
5.161.71.41,443,443,true,IAD,North America,Ashburn,243,0.00
46.36.223.141,443,443,true,ARN,Europe,Stockholm,253,0.00
94.177.8.19,443,443,true,VIE,Europe,Vienna,265,0.00
185.203.116.174,443,443,true,SOF,Europe,Sofia,219,0.00
70.34.203.201,443,443,true,RIX,Europe,Riga,280,0.00
23.254.226.110,443,443,true,AMS,Europe,Amsterdam,355,0.00
213.255.209.189,443,443,true,YYZ,North America,Toronto,245,0.00
79.132.143.121,443,443,true,FRA,Europe,Frankfurt,253,0.00
